UF,COD.UF,COD.MUNIC,NOMEDOMUNICÍPIO,POPULAÇÃO
BA,29.0,7202.0,Casa Nova,71.572
BA,29.0,7301.0,Castro Alves,24.7
BA,29.0,7400.0,Catolândia,3.48
BA,29.0,7509.0,Catu,48.137
BA,29.0,7558.0,Caturama,8.847
BA,29.0,7608.0,Central,16.223
BA,29.0,7707.0,Chorrochó,10.587
BA,29.0,7806.0,Cícero Dantas,30.836
BA,29.0,7905.0,Cipó,17.246
BA,29.0,8002.0,Coaraci,17.949
BA,29.0,8101.0,Cocos,19.156
BA,29.0,8200.0,Conceição da Feira,22.936
BA,29.0,8309.0,Conceição do Almeida,15.401
BA,29.0,8408.0,Conceição do Coité,70.202
BA,29.0,8507.0,Conceição do Jacuípe,34.994
BA,29.0,8606.0,Conde,24.433
BA,29.0,8705.0,Condeúba,17.059
BA,29.0,8804.0,Contendas do Sincorá,4.75
BA,29.0,8903.0,Coração de Maria,28.34
BA,29.0,9000.0,Cordeiros,7.555
BA,29.0,9109.0,Coribe,14.158
BA,29.0,9208.0,Coronel João Sá,17.000(26)
BA,29.0,9307.0,Correntina,32.709
BA,29.0,9406.0,Cotegipe,13.059
BA,29.0,9505.0,Cravolândia,4.445
BA,29.0,9604.0,Crisópolis,19.72
BA,29.0,9703.0,Cristópolis,14.002
BA,29.0,9802.0,Cruz das Almas,60.633
BA,29.0,9901.0,Curaçá,33.603
BA,29.0,10008.0,Dário Meira,10.025
BA,29.0,10057.0,Dias d'Ávila,69.211
BA,29.0,10107.0,Dom Basílio,11.905
BA,29.0,10206.0,Dom Macedo Costa,4.418
BA,29.0,10305.0,Elísio Medrado,7.782
BA,29.0,10404.0,Encruzilhada,19.111
BA,29.0,10503.0,Entre Rios,38.88
BA,29.0,10602.0,Esplanada,34.033
BA,29.0,10701.0,Euclides da Cunha,65.187
BA,29.0,10727.0,Eunápolis,112.477
BA,29.0,10750.0,Fátima,17.899
BA,29.0,10776.0,Feira da Mata,5.618
BA,29.0,10800.0,Feira de Santana,652.592
BA,29.0,10859.0,Filadélfia,17.892
BA,29.0,10909.0,Firmino Alves,5.925
BA,29.0,11006.0,Floresta Azul,11.068
BA,29.0,11105.0,Formosa do Rio Preto,25.185
BA,29.0,11204.0,Gandu,29.776
BA,29.0,11253.0,Gavião,4.357
BA,29.0,11303.0,Gentio do Ouro,11.896
BA,29.0,11402.0,Glória,16.698
BA,29.0,11501.0,Gongogi,5.549
BA,29.0,11600.0,Governador Mangabeira,20.604
BA,29.0,11659.0,Guajeru,8.054
BA,29.0,11709.0,Guanambi,87.58
BA,29.0,11808.0,Guaratinga,20.338
BA,29.0,11857.0,Heliópolis,12.301
BA,29.0,11907.0,Iaçu,25.178
BA,29.0,12004.0,Ibiassucê,10.426(27)
BA,29.0,12103.0,Ibicaraí,21.688
BA,29.0,12202.0,Ibicoara,20.874
BA,29.0,12301.0,Ibicuí,13.791
BA,29.0,12400.0,Ibipeba,18.54
BA,29.0,12509.0,Ibipitanga,13.905
BA,29.0,12608.0,Ibiquera,3.722
BA,29.0,12707.0,Ibirapitanga,27.341
BA,29.0,12806.0,Ibirapuã,8.331
BA,29.0,12905.0,Ibirataia,19.613
BA,29.0,13002.0,Ibitiara,14.622
BA,29.0,13101.0,Ibititá,17.954
BA,29.0,13200.0,Ibotirama,26.611
BA,29.0,13309.0,Ichu,6.192
BA,29.0,13408.0,Igaporã,17.022
BA,29.0,13457.0,Igrapiúna,13.077
BA,29.0,13507.0,Iguaí,25.114
BA,29.0,13606.0,Ilhéus,197.163
BA,29.0,13705.0,Inhambupe,33.771
BA,29.0,13804.0,Ipecaetá,16.23
BA,29.0,13903.0,Ipiaú,43.078
BA,29.0,14000.0,Ipirá,58.094
BA,29.0,14109.0,Ipupiara,9.925
BA,29.0,14208.0,Irajuba,6.1
BA,29.0,14307.0,Iramaia,10.755
BA,29.0,14406.0,Iraquara,25.59
BA,29.0,14505.0,Irará,27.984
BA,29.0,14604.0,Irecê,76.491
BA,29.0,14653.0,Itabela,27.691
BA,29.0,14703.0,Itaberaba,67.605
BA,29.0,14802.0,Itabuna,185.5
BA,29.0,14901.0,Itacaré,28.214
BA,29.0,15007.0,Itaeté,14.031
BA,29.0,15106.0,Itagi,13.925
BA,29.0,15205.0,Itagibá,15.556
BA,29.0,15304.0,Itagimirim,7.037
BA,29.0,15353.0,Itaguaçu da Bahia,13.116
BA,29.0,15403.0,Itaju do Colônia,6.033
BA,29.0,15502.0,Itajuípe,19.913
BA,29.0,15601.0,Itamaraju,60.831
BA,29.0,15700.0,Itamari,7.05
BA,29.0,15809.0,Itambé,26.42
BA,29.0,15908.0,Itanagra,5.814
BA,29.0,16005.0,Itanhém,19.025
BA,29.0,16104.0,Itaparica,19.738
BA,29.0,16203.0,Itapé,10.327
BA,29.0,16302.0,Itapebi,9.779
BA,29.0,16401.0,Itapetinga,68.704
BA,29.0,16500.0,Itapicuru,32.793
BA,29.0,16609.0,Itapitanga,10.32
BA,29.0,16708.0,Itaquara,8.175
BA,29.0,16807.0,Itarantim,17.035
BA,29.0,16856.0,Itatim,15.749
BA,29.0,16906.0,Itiruçu,11.016
BA,29.0,17003.0,Itiúba,33.671
BA,29.0,17102.0,Itororó,17.729
BA,29.0,17201.0,Ituaçu,18.992
BA,29.0,17300.0,Ituberá,21.974
BA,29.0,17334.0,Iuiu,11.101
BA,29.0,17359.0,Jaborandi,9.269
BA,29.0,17409.0,Jacaraci,14.625
BA,29.0,17508.0,Jacobina,88.296
BA,29.0,17607.0,Jaguaquara,46.026
BA,29.0,17706.0,Jaguarari,32.495
BA,29.0,17805.0,Jaguaripe,20.237
BA,29.0,17904.0,Jandaíra,9.112
BA,29.0,18001.0,Jequié,156.408
BA,29.0,18100.0,Jeremoabo,37.519
BA,29.0,18209.0,Jiquiriçá,13.623
BA,29.0,18308.0,Jitaúna,14.614
BA,29.0,18357.0,João Dourado,26.186
BA,29.0,18407.0,Juazeiro,244.406
BA,29.0,18456.0,Jucuruçu,9.971
BA,29.0,18506.0,Jussara,16.922
BA,29.0,18555.0,Jussari,5.902
BA,29.0,18605.0,Jussiape,7.381
BA,29.0,18704.0,Lafaiete Coutinho,4.044
BA,29.0,18753.0,Lagoa Real,13.99
BA,29.0,18803.0,Laje,23.198
BA,29.0,18902.0,Lajedão,4.55
BA,29.0,19009.0,Lajedinho,4.102
BA,29.0,19058.0,Lajedo do Tabocal,7.486
BA,29.0,19108.0,Lamarão,9.062
BA,29.0,19157.0,Lapão,25.713
BA,29.0,19207.0,Lauro de Freitas,220.437
BA,29.0,19306.0,Lençóis,11.022
BA,29.0,19405.0,Licínio de Almeida,11.848
BA,29.0,19504.0,Livramento de Nossa Senhora,43.898
BA,29.0,19553.0,Luís Eduardo Magalhães,108.271
BA,29.0,19603.0,Macajuba,10.463
BA,29.0,19702.0,Macarani,21.556
BA,29.0,19801.0,Macaúbas,41.631
BA,29.0,19900.0,Macururé,7.6
BA,29.0,19926.0,Madre de Deus,18.767
BA,29.0,19959.0,Maetinga,6.968
BA,29.0,20007.0,Maiquinique,9.452
BA,29.0,20106.0,Mairi,16.122
BA,29.0,20205.0,Malhada,15.426
BA,29.0,20304.0,Malhada de Pedras,8.673
BA,29.0,20403.0,Manoel Vitorino,13.327
BA,29.0,20452.0,Mansidão,13.902
BA,29.0,20502.0,Maracás,27.747
BA,29.0,20601.0,Maragogipe,38.394
BA,29.0,20700.0,Maraú,24.713
BA,29.0,20809.0,Marcionílio Souza,9.256
BA,29.0,20908.0,Mascote,11.991
BA,29.0,21005.0,Mata de São João,48.698
BA,29.0,21054.0,Matina,10.338
BA,29.0,21104.0,Medeiros Neto,23.096
BA,29.0,21203.0,Miguel Calmon,27.817
BA,29.0,21302.0,Milagres,11.076
BA,29.0,21401.0,Mirangaba,15.05
BA,29.0,21450.0,Mirante,10.072
BA,29.0,21500.0,Monte Santo,47.758
BA,29.0,21609.0,Morpará,8.303
BA,29.0,21708.0,Morro do Chapéu,33.389
BA,29.0,21807.0,Mortugaba,11.131
BA,29.0,21906.0,Mucugê,12.988
BA,29.0,22003.0,Mucuri,38.082
BA,29.0,22052.0,Mulungu do Morro,13.166
BA,29.0,22102.0,Mundo Novo,20.564
BA,29.0,22201.0,Muniz Ferreira,7.165
BA,29.0,22250.0,Muquém do São Francisco,11.029
BA,29.0,22300.0,Muritiba,28.558
BA,29.0,22409.0,Mutuípe,20.028
BA,29.0,22508.0,Nazaré,28.181
BA,29.0,22607.0,Nilo Peçanha,12.032
BA,29.0,22656.0,Nordestina,18.536
BA,29.0,22706.0,Nova Canaã,15.959
BA,29.0,22730.0,Nova Fátima,7.958
BA,29.0,22755.0,Nova Ibiá,8.325
BA,29.0,22805.0,Nova Itarana,7.82
BA,29.0,22854.0,Nova Redenção,7.525
BA,29.0,22904.0,Nova Soure,24.206
BA,29.0,23001.0,Nova Viçosa,41.089
BA,29.0,23035.0,Novo Horizonte,11.163
BA,29.0,23050.0,Novo Triunfo,10.666
BA,29.0,23100.0,Olindina,22.615
BA,29.0,23209.0,Oliveira dos Brejinhos,22.85
BA,29.0,23308.0,Ouriçangas,7.728
BA,29.0,23357.0,Ourolândia,19.322
BA,29.0,23407.0,Palmas de Monte Alto,20.091
BA,29.0,23506.0,Palmeiras,10.383
BA,29.0,23605.0,Paramirim,20.378
BA,29.0,23704.0,Paratinga,28.947
BA,29.0,23803.0,Paripiranga,26.609
BA,29.0,23902.0,Pau Brasil,10.669
BA,29.0,24009.0,Paulo Afonso,118.412
BA,29.0,24058.0,Pé de Serra,13.242
BA,29.0,24108.0,Pedrão,6.229
BA,29.0,24207.0,Pedro Alexandre,14.056
BA,29.0,24306.0,Piatã,20.098
BA,29.0,24405.0,Pilão Arcado,35.326
BA,29.0,24504.0,Pindaí,14.74
BA,29.0,24603.0,Pindobaçu,19.133
BA,29.0,24652.0,Pintadas,9.805
BA,29.0,24678.0,Piraí do Norte,10.2
BA,29.0,24702.0,Piripá,9.158
BA,29.0,24801.0,Piritiba,17.549
BA,29.0,24900.0,Planaltino,8.012
BA,29.0,25006.0,Planalto,23.29
BA,29.0,25105.0,Poções,48.197
BA,29.0,25204.0,Pojuca,33.079
BA,29.0,25253.0,Ponto Novo,17.941
BA,29.0,25303.0,Porto Seguro,158.736
BA,29.0,25402.0,Potiraguá,11.524
BA,29.0,25501.0,Prado,31.715
BA,29.0,25600.0,Presidente Dutra,15.133
BA,29.0,25709.0,Presidente Jânio Quadros,12.627
BA,29.0,25758.0,Presidente Tancredo Neves,27.662
BA,29.0,25808.0,Queimadas,26.027
BA,29.0,25907.0,Quijingue,27.317
BA,29.0,25931.0,Quixabeira,9.429
BA,29.0,25956.0,Rafael Jambeiro,20.242
BA,29.0,26004.0,Remanso,40.531
BA,29.0,26103.0,Retirolândia,13.654
BA,29.0,26202.0,Riachão das Neves,22.289
BA,29.0,26301.0,Riachão do Jacuípe,33.422
BA,29.0,26400.0,Riacho de Santana,39.127
BA,29.0,26509.0,Ribeira do Amparo,13.831
BA,29.0,26608.0,Ribeira do Pombal,53.997
BA,29.0,26657.0,Ribeirão do Largo,10.382
BA,29.0,26707.0,Rio de Contas,13.634
BA,29.0,26806.0,Rio do Antônio,13.098
BA,29.0,26905.0,Rio do Pires,9.585
BA,29.0,27002.0,Rio Real,35.378
BA,29.0,27101.0,Rodelas,10.303(28)
BA,29.0,27200.0,Ruy Barbosa,30.172
BA,29.0,27309.0,Salinas da Margarida,14.989
BA,29.0,27408.0,Salvador,"2,610,987"
BA,29.0,27507.0,Santa Bárbara,22.446
BA,29.0,27606.0,Santa Brígida,14.979
BA,29.0,27705.0,Santa Cruz Cabrália,30.385
BA,29.0,27804.0,Santa Cruz da Vitória,4.672
BA,29.0,27903.0,Santa Inês,10.293
BA,29.0,28000.0,Santaluz,37.079
BA,29.0,28059.0,Santa Luzia,11.776
BA,29.0,28109.0,Santa Maria da Vitória,38.686
BA,29.0,28208.0,Santana,24.778
BA,29.0,28307.0,Santanópolis,9.831
BA,29.0,28406.0,Santa Rita de Cássia,28.084
BA,29.0,28505.0,Santa Terezinha,9.79
BA,29.0,28604.0,Santo Amaro,55.935
BA,29.0,28703.0,Santo Antônio de Jesus,103.055
BA,29.0,28802.0,Santo Estêvão,55.696
BA,29.0,28901.0,São Desidério,36.793
BA,29.0,28950.0,São Domingos,8.417
BA,29.0,29008.0,São Félix,10.946
BA,29.0,29057.0,São Félix do Coribe,15.704
BA,29.0,29107.0,São Felipe,20.286
BA,29.0,29206.0,São Francisco do Conde,37.892
BA,29.0,29255.0,São Gabriel,18.417
BA,29.0,29305.0,São Gonçalo dos Campos,39.57
BA,29.0,29354.0,São José da Vitória,5.321
BA,29.0,29370.0,São José do Jacuípe,10.195
BA,29.0,29404.0,São Miguel das Matas,10.334
BA,29.0,29503.0,São Sebastião do Passé,40.376
BA,29.0,29602.0,Sapeaçu,17.993
BA,29.0,29701.0,Sátiro Dias,16.021
BA,29.0,29750.0,Saubara,11.433
BA,29.0,29800.0,Saúde,10.482
BA,29.0,29909.0,Seabra,49.587
BA,29.0,30006.0,Sebastião Laranjeiras,9.373
BA,29.0,30105.0,Senhor do Bonfim,77.514
BA,29.0,30154.0,Serra do Ramalho,34.27
BA,29.0,30204.0,Sento Sé,37.389
BA,29.0,30303.0,Serra Dourada,16.691
BA,29.0,30402.0,Serra Preta,18.09
BA,29.0,30501.0,Serrinha,85.696
BA,29.0,30600.0,Serrolândia,13.32
BA,29.0,30709.0,Simões Filho,127.093
BA,29.0,30758.0,Sítio do Mato,13.408
BA,29.0,30766.0,Sítio do Quinto,14.778
BA,29.0,30774.0,Sobradinho,24.799
BA,29.0,30808.0,Souto Soares,16.904
BA,29.0,30907.0,Tabocas do Brejo Velho,11.99
BA,29.0,31004.0,Tanhaçu,21.407
BA,29.0,31053.0,Tanque Novo,18.459
BA,29.0,31103.0,Tanquinho,7.729
BA,29.0,31202.0,Taperoá,18.016
BA,29.0,31301.0,Tapiramutá,15.884
BA,29.0,31350.0,Teixeira de Freitas,147.454
BA,29.0,31400.0,Teodoro Sampaio,7.22
BA,29.0,31509.0,Teofilândia,21.811
BA,29.0,31608.0,Teolândia,15.892
BA,29.0,31707.0,Terra Nova,10.802
BA,29.0,31806.0,Tremedal,17.497
BA,29.0,31905.0,Tucano,48.062
BA,29.0,32002.0,Uauá,24.654
BA,29.0,32101.0,Ubaíra,18.605
BA,29.0,32200.0,Ubaitaba,17.626
BA,29.0,32309.0,Ubatã,18.161
BA,29.0,32408.0,Uibaí,14.844
BA,29.0,32457.0,Umburanas,13.511
BA,29.0,32507.0,Una,17.998
BA,29.0,32606.0,Urandi,15.365
BA,29.0,32705.0,Uruçuca,21.365
BA,29.0,32804.0,Utinga,16.285
BA,29.0,32903.0,Valença,96.226
BA,29.0,33000.0,Valente,23.683
BA,29.0,33059.0,Várzea da Roça,13.043
BA,29.0,33109.0,Várzea do Poço,8.115
BA,29.0,33158.0,Várzea Nova,13.369
BA,29.0,33174.0,Varzedo,9.913
BA,29.0,33208.0,Vera Cruz,40.915
BA,29.0,33257.0,Vereda,7.072
BA,29.0,33307.0,Vitória da Conquista,387.524
BA,29.0,33406.0,Wagner,8.861
BA,29.0,33455.0,Wanderley,13.071
BA,29.0,33505.0,Wenceslau Guimarães,26.279
BA,29.0,33604.0,Xique-Xique,46.328
MG,31.0,104.0,Abadia dos Dourados,6.235
MG,31.0,203.0,Abaeté,22.492
MG,31.0,302.0,Abre Campo,13.882
MG,31.0,401.0,Acaiaca,3.92
MG,31.0,500.0,Açucena,9.229
MG,31.0,609.0,Água Boa,12.39
MG,31.0,708.0,Água Comprida,2.085
MG,31.0,807.0,Aguanil,4.362
MG,31.0,906.0,Águas Formosas,18.43
MG,31.0,1003.0,Águas Vermelhas,14.026
MG,31.0,1102.0,Aimorés,24.934
MG,31.0,1201.0,Aiuruoca,6.225
MG,31.0,1300.0,Alagoa,2.646
MG,31.0,1409.0,Albertina,2.941
MG,31.0,1508.0,Além Paraíba,30.608
MG,31.0,1607.0,Alfenas,79.175
MG,31.0,1631.0,Alfredo Vasconcelos,6.938
MG,31.0,1706.0,Almenara,39.915
MG,31.0,1805.0,Alpercata,6.403
MG,31.0,1904.0,Alpinópolis,17.883
MG,31.0,2001.0,Alterosa,13.697
MG,31.0,2050.0,Alto Caparaó,5.796
MG,31.0,2100.0,Alto Rio Doce,10.894
MG,31.0,2209.0,Alvarenga,3.858
MG,31.0,2308.0,Alvinópolis,15.178
MG,31.0,2407.0,Alvorada de Minas,4.065
MG,31.0,2506.0,Amparo do Serra,4.472
MG,31.0,2605.0,Andradas,40.522
MG,31.0,2704.0,Cachoeira de Pajeú,9.02
MG,31.0,2803.0,Andrelândia,11.73
MG,31.0,2852.0,Angelândia,7.73
MG,31.0,2902.0,Antônio Carlos,11.095
MG,31.0,3009.0,Antônio Dias,9.248
MG,31.0,3108.0,Antônio Prado de Minas,1.537
MG,31.0,3207.0,Araçaí,2.174
MG,31.0,3306.0,Aracitaba,1.804
MG,31.0,3405.0,Araçuaí,34.807
MG,31.0,3504.0,Araguari,121.424
MG,31.0,3603.0,Arantina,2.916
MG,31.0,3702.0,Araponga,8.048
MG,31.0,3751.0,Araporã,8.543
MG,31.0,3801.0,Arapuá,2.621
MG,31.0,3900.0,Araújos,9.192
MG,31.0,4007.0,Araxá,116.561
MG,31.0,4106.0,Arceburgo,9.278
MG,31.0,4205.0,Arcos,41.635
MG,31.0,4304.0,Areado,13.752
MG,31.0,4403.0,Argirita,2.717
MG,31.0,4452.0,Aricanduva,4.721
MG,31.0,4502.0,Arinos,18.526
MG,31.0,4601.0,Astolfo Dutra,14.239
MG,31.0,4700.0,Ataléia,13.744
MG,31.0,4809.0,Augusto de Lima,4.507
MG,31.0,4908.0,Baependi,18.261
MG,31.0,5004.0,Baldim,7.336
MG,31.0,5103.0,Bambuí,23.545
MG,31.0,5202.0,Bandeira,4.606
MG,31.0,5301.0,Bandeira do Sul,5.968
MG,31.0,5400.0,Barão de Cocais,30.643
MG,31.0,5509.0,Barão de Monte Alto,4.965
MG,31.0,5608.0,Barbacena,122.894
MG,31.0,5707.0,Barra Longa,5.678
MG,31.0,5905.0,Barroso,19.802
MG,31.0,6002.0,Bela Vista de Minas,9.505
MG,31.0,6101.0,Belmiro Braga,2.905
MG,31.0,6200.0,Belo Horizonte,"2,392,678"
MG,31.0,6309.0,Belo Oriente,22.149
MG,31.0,6408.0,Belo Vale,8.632
MG,31.0,6507.0,Berilo,9.615
MG,31.0,6606.0,Bertópolis,4.457
MG,31.0,6655.0,Berizal,4.191
MG,31.0,6705.0,Betim,428.956
MG,31.0,6804.0,Bias Fortes,3.357
MG,31.0,6903.0,Bicas,13.935
MG,31.0,7000.0,Biquinhas,2.356
MG,31.0,7109.0,Boa Esperança,41.06
MG,31.0,7208.0,Bocaina de Minas,5.316
MG,31.0,7307.0,Bocaiúva,50.185
MG,31.0,7406.0,Bom Despacho,53.75
MG,31.0,7505.0,Bom Jardim de Minas,6.771
MG,31.0,7604.0,Bom Jesus da Penha,4.479
MG,31.0,7703.0,Bom Jesus do Amparo,5.592
MG,31.0,7802.0,Bom Jesus do Galho,14.668
MG,31.0,7901.0,Bom Repouso,12.645
MG,31.0,8008.0,Bom Sucesso,18.045
MG,31.0,8107.0,Bonfim,7.377
MG,31.0,8206.0,Bonfinópolis de Minas,5.729
MG,31.0,8255.0,Bonito de Minas,9.917
MG,31.0,8305.0,Borda da Mata,17.581
MG,31.0,8404.0,Botelhos,14.703
MG,31.0,8503.0,Botumirim,5.76
MG,31.0,8552.0,Brasilândia de Minas,14.696
MG,31.0,8602.0,Brasília de Minas,31.246
MG,31.0,8701.0,Brás Pires,4.258
MG,31.0,8800.0,Braúnas,4.443
MG,31.0,8909.0,Brazópolis,13.981
MG,31.0,9006.0,Brumadinho,38.64
MG,31.0,9105.0,Bueno Brandão,10.761
MG,31.0,9204.0,Buenópolis,9.058
MG,31.0,9253.0,Bugre,4.041
MG,31.0,9303.0,Buritis,25.223
MG,31.0,9402.0,Buritizeiro,23.687
MG,31.0,9451.0,Cabeceira Grande,6.485
MG,31.0,9501.0,Cabo Verde,11.276
MG,31.0,9600.0,Cachoeira da Prata,3.707
MG,31.0,9709.0,Cachoeira de Minas,11.759
MG,31.0,9808.0,Cachoeira Dourada,2.31
MG,31.0,9907.0,Caetanópolis,11.425
MG,31.0,10004.0,Caeté,39.578
MG,31.0,10103.0,Caiana,5.307
MG,31.0,10202.0,Cajuri,4.08
MG,31.0,10301.0,Caldas,15.082
MG,31.0,10400.0,Camacho,3.028
MG,31.0,10509.0,Camanducaia,27.942
MG,31.0,10608.0,Cambuí,29.584
MG,31.0,10707.0,Cambuquira,12.309
MG,31.0,10806.0,Campanário,2.737
MG,31.0,10905.0,Campanha,15.856
MG,31.0,11002.0,Campestre,21.585
MG,31.0,11101.0,Campina Verde,17.817
MG,31.0,11150.0,Campo Azul,3.615
MG,31.0,11200.0,Campo Belo,52.318
MG,31.0,11309.0,Campo do Meio,11.268
MG,31.0,11408.0,Campo Florido,8.181
MG,31.0,11507.0,Campos Altos,13.359
MG,31.0,11606.0,Campos Gerais,25.972
MG,31.0,11705.0,Canaã,4.715
MG,31.0,11804.0,Canápolis,9.844
MG,31.0,11903.0,Cana Verde,5.272
MG,31.0,12000.0,Candeias,14.017
MG,31.0,12059.0,Cantagalo,3.937
MG,31.0,12109.0,Caparaó,4.978
MG,31.0,12208.0,Capela Nova,4.369
MG,31.0,12307.0,Capelinha,39.472
MG,31.0,12406.0,Capetinga,6.473
MG,31.0,12505.0,Capim Branco,10.706
MG,31.0,12604.0,Capinópolis,14.392
MG,31.0,12653.0,Capitão Andrade,4.483
MG,31.0,12703.0,Capitão Enéas,14.633
MG,31.0,12802.0,Capitólio,9.794
MG,31.0,12901.0,Caputira,8.976
MG,31.0,13008.0,Caraí,19.251
MG,31.0,13107.0,Caranaíba,2.937
MG,31.0,13206.0,Carandaí,23.826
MG,31.0,13305.0,Carangola,30.778
MG,31.0,13404.0,Caratinga,88.311
MG,31.0,13503.0,Carbonita,8.48
MG,31.0,13602.0,Careaçu,6.739
MG,31.0,13701.0,Carlos Chagas,18.531
MG,31.0,13800.0,Carmésia,2.614
MG,31.0,13909.0,Carmo da Cachoeira,11.537
MG,31.0,14006.0,Carmo da Mata,10.94
MG,31.0,14105.0,Carmo de Minas,13.286
MG,31.0,14204.0,Carmo do Cajuru,23.374
MG,31.0,14303.0,Carmo do Paranaíba,28.883
MG,31.0,14402.0,Carmo do Rio Claro,20.725
MG,31.0,14501.0,Carmópolis de Minas,17.596
MG,31.0,14550.0,Carneirinho,9.401
MG,31.0,14600.0,Carrancas,4.049
MG,31.0,14709.0,Carvalhópolis,3.333
MG,31.0,14808.0,Carvalhos,4.374
MG,31.0,14907.0,Casa Grande,2.21
MG,31.0,15003.0,Cascalho Rico,2.705
MG,31.0,15102.0,Cássia,16.923
MG,31.0,15201.0,Conceição da Barra de Minas,3.588
MG,31.0,15300.0,Cataguases,68.214
MG,31.0,15359.0,Catas Altas,5.486
MG,31.0,15409.0,Catas Altas da Noruega,2.918
MG,31.0,15458.0,Catuji,7.035
MG,31.0,15474.0,Catuti,4.73
MG,31.0,15508.0,Caxambu,21.011
MG,31.0,15607.0,Cedro do Abaeté,1.072
MG,31.0,15706.0,Central de Minas,6.149
MG,31.0,15805.0,Centralina,10.207
MG,31.0,15904.0,Chácara,3.092
MG,31.0,16001.0,Chalé,6.079
MG,31.0,16100.0,Chapada do Norte,9.913
MG,31.0,16159.0,Chapada Gaúcha,12.237
MG,31.0,16209.0,Chiador,2.8
MG,31.0,16308.0,Cipotânea,5.623
MG,31.0,16407.0,Claraval,4.658
MG,31.0,16506.0,Claro dos Poções,7.011
MG,31.0,16605.0,Cláudio,31.388
MG,31.0,16704.0,Coimbra,7.078
MG,31.0,16803.0,Coluna,8.072
MG,31.0,16902.0,Comendador Gomes,2.708
MG,31.0,17009.0,Comercinho,6.681
MG,31.0,17108.0,Conceição da Aparecida,10.408
MG,31.0,17207.0,Conceição das Pedras,2.752
MG,31.0,17306.0,Conceição das Alagoas,26.423
MG,31.0,17405.0,Conceição de Ipanema,4.366
MG,31.0,17504.0,Conceição do Mato Dentro,23.345
MG,31.0,17603.0,Conceição do Pará,5.303
MG,31.0,17702.0,Conceição do Rio Verde,12.495
MG,31.0,17801.0,Conceição dos Ouros,10.774
MG,31.0,17836.0,Cônego Marinho,7.246
MG,31.0,17876.0,Confins,7.428
MG,31.0,17900.0,Congonhal,10.969
MG,31.0,18007.0,Congonhas,55.562
MG,31.0,18106.0,Congonhas do Norte,4.83
MG,31.0,18205.0,Conquista,6.679
MG,31.0,18304.0,Conselheiro Lafaiete,134.537
MG,31.0,18403.0,Conselheiro Pena,19.998
MG,31.0,18502.0,Consolação,1.552
MG,31.0,18601.0,Contagem,615.621
MG,31.0,18700.0,Coqueiral,9.002
MG,31.0,18809.0,Coração de Jesus,24.951
MG,31.0,18908.0,Cordisburgo,7.548
MG,31.0,19005.0,Cordislândia,3.208
MG,31.0,19104.0,Corinto,22.992
MG,31.0,19203.0,Coroaci,10.87
MG,31.0,19302.0,Coromandel,29.233
MG,31.0,19401.0,Coronel Fabriciano,96.621
MG,31.0,19500.0,Coronel Murta,8.128
MG,31.0,19609.0,Coronel Pacheco,2.702
MG,31.0,19708.0,Coronel Xavier Chaves,3.474
MG,31.0,19807.0,Córrego Danta,3.304
MG,31.0,19906.0,Córrego do Bom Jesus,4.263
MG,31.0,19955.0,Córrego Fundo,6.105
MG,31.0,20003.0,Córrego Novo,2.876
MG,31.0,20102.0,Couto de Magalhães de Minas,4.217
MG,31.0,20151.0,Crisólita,4.979
MG,31.0,20201.0,Cristais,12.184
MG,31.0,20300.0,Cristália,4.977
MG,31.0,20409.0,Cristiano Otoni,4.671
MG,31.0,20508.0,Cristina,10.379
MG,31.0,20607.0,Crucilândia,5.779
MG,31.0,20706.0,Cruzeiro da Fortaleza,3.492
MG,31.0,20805.0,Cruzília,15.223
MG,31.0,20839.0,Cuparaque,3.963
MG,31.0,20870.0,Curral de Dentro,7.406
MG,31.0,20904.0,Curvelo,82.335
MG,31.0,21001.0,Datas,5.459
MG,31.0,21100.0,Delfim Moreira,7.82
MG,31.0,21209.0,Delfinópolis,8.343
MG,31.0,21258.0,Delta,9.852
MG,31.0,21308.0,Descoberto,4.917
MG,31.0,21407.0,Desterro de Entre Rios,7.633
MG,31.0,21506.0,Desterro do Melo,2.997
MG,31.0,21605.0,Diamantina,47.798
MG,31.0,21704.0,Diogo de Vasconcelos,3.548
MG,31.0,21803.0,Dionísio,7.01
MG,31.0,21902.0,Divinésia,4.19
MG,31.0,22009.0,Divino,20.705
MG,31.0,22108.0,Divino das Laranjeiras,4.128
MG,31.0,22207.0,Divinolândia de Minas,6.457
MG,31.0,22306.0,Divinópolis,248.581
MG,31.0,22355.0,Divisa Alegre,6.321
MG,31.0,22405.0,Divisa Nova,5.791
MG,31.0,22454.0,Divisópolis,10.206
MG,31.0,22470.0,Dom Bosco,3.698
MG,31.0,22504.0,Dom Cavati,4.904
MG,31.0,22603.0,Dom Joaquim,4.92
MG,31.0,22702.0,Dom Silvério,4.991
MG,31.0,22801.0,Dom Viçoso,3.095
MG,31.0,22900.0,Dona Euzébia,6.122
MG,31.0,23007.0,Dores de Campos,9.956
MG,31.0,23106.0,Dores de Guanhães,4.984
MG,31.0,23205.0,Dores do Indaiá,12.534
MG,31.0,23304.0,Dores do Turvo,4.988
MG,31.0,23403.0,Doresópolis,1.378
MG,31.0,23502.0,Douradoquara,1.779
MG,31.0,23528.0,Durandé,7.832
MG,31.0,23601.0,Elói Mendes,26.283
